0,11
1,15
2,0
3,0
4,66
5,0
6,0
7,2
8,0
9,2
10,6
11,0
12,0
13,0
14,4
15,1
16,24
17,0
18,7
19,19
20,35
21,0
22,9
23,1
24,0
25,10
26,6
27,39
28,1
29,1
30,0
31,227
32,5
33,314
34,0
35,1
36,0
37,1
38,4
39,17
40,0
41,12
42,75
43,0
44,1
45,20
46,107
47,5
48,2
49,1
50,3
51,1
52,71
53,0
54,0
55,0
56,13
57,0
58,4
59,33
60,2
61,16
62,277
63,3
64,0
65,11
66,2
67,0
68,0
69,0
70,0
71,3
72,0
73,1
74,0
75,3
76,2
77,13
78,135
79,141
80,2
81,0
82,1
83,0
84,1
85,1
86,3
87,20
88,0
89,22
90,14
91,0
92,0
93,30
94,1
95,0
96,0
97,0
98,34
99,11
100,38
101,7
102,2
103,1
104,88
105,4
106,15
107,0
108,118
109,3
110,0
111,2
112,0
113,4
114,1
115,13
116,7
117,0
118,1
119,0
120,4
121,140
122,53
123,13
124,10
125,0
126,1
127,4
128,20
129,7
130,0
131,17
132,13
133,0
134,1
135,2
136,20
137,1
138,0
139,0
140,11
141,1
142,0
143,1
144,0
145,12
146,1
147,1
148,43
149,1
150,0
151,1
152,11
153,17
154,0
155,3
156,0
157,2
158,10
159,0
160,0
161,0
162,0
163,0
164,2
165,6
166,1
167,56
168,11
169,28
170,4
171,15
172,0
173,2
174,66
175,1
176,1
177,0
178,0
179,0
180,3
181,1
182,0
183,0
184,0
185,0
186,1
187,2
188,80
189,0
190,1
191,11
192,70
193,0
194,2
195,0
196,97
197,0
198,99
199,21
200,3
201,1
202,0
203,1
204,0
205,97
206,0
207,2
208,1
209,301
210,0
211,2
212,15
213,0
214,1
215,131
216,254
217,1
218,0
219,0
220,0
221,4
222,21
223,35
224,1
225,9
226,18
227,0
228,5
229,1
230,23
231,73
232,1
233,5
234,3
235,16
236,0
237,0
238,90
239,1
240,0
241,20
242,69
243,71
244,14
245,0
246,1
247,2
248,2
249,2
250,524
251,0
252,3
253,4
254,6
255,0
256,30
257,1
258,55
259,2
260,40
261,28
262,1
263,1
264,12
265,21
266,0
267,11
268,2
269,0
270,0
271,0
272,8
273,0
274,3
275,50
276,2
277,6
278,1
279,0
280,0
281,8
282,11
283,8
284,0
285,0
286,1
287,0
288,2
289,22
290,0
291,2
292,0
293,8
294,6
295,11
296,0
297,150
298,0
299,82
300,0
301,0
302,9
303,0
304,1
305,18
306,0
307,0
308,0
309,0
310,0
311,1
312,16
313,12
314,1
315,9
316,0
317,0
318,1
319,5
320,19
321,2
322,0
323,5
324,0
325,0
326,3
327,12
328,2
329,24
330,0
331,1
332,2
333,1
334,11
335,25
336,17
337,0
338,4
339,38
340,4
341,36
342,0
343,0
344,2
345,2
346,0
347,1
348,0
349,0
350,0
351,0
352,0
353,2
354,110
355,81
356,0
357,2
358,1
359,3
360,16
361,1
362,1
363,0
364,0
365,1
366,10
367,1
368,2
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,5
377,1
378,11
379,1
380,0
381,1
382,1
383,1
384,1
385,31
386,1
387,3
388,83
389,177
390,8
391,0
392,4
393,17
394,1
395,5
396,57
397,91
398,5
399,0
400,20
401,3
402,1
403,0
404,1
405,4
406,0
407,0
408,2
409,372
410,3
411,0
412,8
413,0
414,8
415,0
416,7
417,18
418,15
419,4
420,0
421,16
422,0
423,38
424,0
425,0
426,0
427,23
428,1
429,4
430,14
431,0
432,9
433,10
434,0
435,0
436,4
437,1
438,0
439,516
440,70
441,10
442,14
443,5
444,1
445,0
446,0
447,0
448,0
449,5
450,0
451,1
452,1
453,0
454,0
455,1
456,0
457,2
458,17
459,0
460,1
461,0
462,6
463,2
464,26
465,0
466,21
467,0
468,6
469,1
470,12
471,18
472,45
473,10
474,37
475,87
476,0
477,72
478,10
479,0
480,52
481,7
482,17
483,5
484,0
485,1
486,30
487,0
488,4
489,1
490,0
491,4
492,1
493,1
494,6
495,1
496,7
497,18
498,1
499,7
500,11
501,0
502,21
503,2
504,12
505,11
506,10
507,18
508,195
509,2
510,0
511,1
512,1
513,10
514,114
515,0
516,2
517,11
518,3
519,10
520,0
521,6
522,0
523,0
524,4
525,1
526,9
527,0
528,2
529,3
530,0
531,0
532,6
533,3
534,1
535,1
536,26
537,0
538,1
539,14
540,0
541,11
542,2
543,0
544,8
545,0
546,2
547,4
548,0
549,6
550,2
551,1
552,13
553,263
554,16
555,0
556,0
557,9
558,34
559,0
560,14
561,14
562,6
563,255
564,0
565,46
566,0
567,0
568,318
569,8
570,1
571,1
572,1
573,2
574,5
575,21
576,3
577,90
578,1
579,9
580,0
581,22
582,0
583,0
584,0
585,38
586,1
587,1
588,0
589,56
590,61
591,7
592,2
593,54
594,7
595,1
596,0
597,23
598,0
599,8
600,44
601,73
602,28
603,13
604,4
605,3
606,0
607,0
608,31
609,0
610,6
611,0
612,12
613,3
614,10
615,6
616,0
617,0
618,37
619,6
620,0
621,1
622,18
623,3
624,0
625,1
626,0
627,2
628,69
629,4
630,1
631,0
632,1
633,3
634,176
635,1
636,0
637,1
638,11
639,0
640,2
641,0
642,3
643,9
644,2
645,0
646,5
647,0
648,6
649,4
650,0
651,3
652,3
653,16
654,0
655,3
656,1
657,1
658,0
659,23
660,1
661,9
662,1
663,0
664,2
665,3
666,0
667,1
668,1
669,8
670,1
671,2
672,77
673,29
674,4
675,1
676,0
677,27
678,2
679,0
680,42
681,7
682,2
683,4
684,0
685,0
686,2
687,21
688,16
689,5
690,4
691,4
692,0
693,2
694,179
695,0
696,28
697,0
698,1
699,1
700,5
701,9
702,2
703,4
704,10
705,2
706,1
707,2
708,73
709,27
710,6
711,68
712,24
713,18
714,1
715,0
716,4
717,1
718,5
719,0
720,3
721,15
722,5
723,5
724,17
725,0
726,2
727,1
728,0
729,76
730,12
731,22
732,0
733,10
734,0
735,0
736,2
737,27
738,10
739,82
740,1
741,369
742,0
743,4
744,15
745,0
746,0
747,1
748,5
749,1
750,49
751,12
752,0
753,0
754,0
755,2
756,27
757,0
758,0
759,2
760,1
761,7
762,3
763,15
764,5
765,29
766,1
767,0
768,0
769,1
770,0
771,97
772,12
773,0
774,0
775,0
776,19
777,4
778,15
779,3
780,16
781,3
782,4
783,3
784,0
785,5
786,0
787,0
788,3
789,0
790,7
791,1
792,3
793,0
794,0
795,2
796,1
797,0
798,44
799,9
800,0
801,0
802,11
803,146
804,15
805,6
806,22
807,11
808,16
809,0
810,0
811,1
812,0
813,11
814,130
815,2
816,2
817,1
818,0
819,0
820,0
821,0
822,74
