0,37.806167,-122.450135,2010-04-14 04:32:30,0
0,37.806348,-122.448355,2010-04-14 04:55:53,0
0,37.803963,-122.448531,2010-04-14 16:06:20,0
0,37.773540,-122.409375,2010-04-15 00:59:27,1
0,37.761742,-122.431164,2010-04-15 02:59:51,2
0,37.761203,-122.430709,2010-04-15 06:28:17,2
0,37.761634,-122.431219,2010-04-15 15:07:58,2
0,37.761101,-122.432994,2010-04-15 15:11:15,2
0,37.808176,-122.431606,2010-04-15 17:07:57,3
0,37.805021,-122.433450,2010-04-15 17:09:51,4
0,37.808031,-122.431093,2010-04-15 17:14:12,3
0,37.807919,-122.431273,2010-04-15 17:54:20,3
0,37.808172,-122.431598,2010-04-15 18:36:21,3
0,37.808285,-122.431549,2010-04-15 18:37:22,5
0,37.808855,-122.416489,2010-04-15 18:39:55,6
0,37.808293,-122.431621,2010-04-15 18:40:10,5
0,37.808293,-122.431621,2010-04-15 18:42:10,5
0,37.808300,-122.431436,2010-04-15 18:42:36,5
0,37.805032,-122.433908,2010-04-15 18:51:41,4
0,37.805032,-122.433908,2010-04-15 20:50:15,4
0,37.807527,-122.431041,2010-04-15 20:54:59,3
0,37.807527,-122.431041,2010-04-15 20:54:59,3
0,37.808855,-122.416489,2010-04-15 21:51:32,6
0,37.808855,-122.416489,2010-04-15 22:00:52,6
0,37.781387,-122.399623,2010-04-16 00:01:47,1
0,37.790405,-122.389725,2010-04-16 04:29:28,7
0,37.778368,-122.405814,2010-04-16 05:16:25,1
0,37.778048,-122.405681,2010-04-16 05:18:01,1
0,37.778581,-122.405695,2010-04-16 06:45:44,1
0,37.784524,-122.404349,2010-04-16 17:34:59,1
0,37.782369,-122.400865,2010-04-16 18:21:58,1
0,37.805800,-122.267000,2010-04-17 02:59:26,8
0,37.807718,-122.270060,2010-04-17 03:25:41,9
0,37.808109,-122.270193,2010-04-17 03:34:16,9
0,37.808099,-122.270191,2010-04-17 03:46:51,9
0,37.807990,-122.269994,2010-04-17 03:54:52,9
0,37.765190,-122.396773,2010-04-17 04:30:27,10
0,37.764922,-122.396415,2010-04-17 04:31:50,10
0,37.765053,-122.395822,2010-04-17 04:34:15,10
0,37.760633,-122.432113,2010-04-17 15:06:15,2
0,37.758719,-122.417251,2010-04-17 16:15:18,11
0,37.724303,-121.101860,2010-04-17 17:37:52,12
0,36.304881,-119.295205,2010-04-17 20:19:06,13
0,36.297061,-119.300231,2010-04-17 20:21:41,13
0,36.311241,-119.348405,2010-04-18 00:19:25,13
0,36.294348,-119.297197,2010-04-18 05:17:32,13
0,36.297072,-119.300174,2010-04-18 05:25:44,13
0,36.294348,-119.297197,2010-04-18 05:45:25,13
0,36.240038,-119.766649,2010-04-18 06:39:22,14
0,36.237654,-119.764987,2010-04-18 06:50:25,14
0,36.237654,-119.764987,2010-04-18 07:23:54,14
0,36.237654,-119.764987,2010-04-18 08:06:39,14
0,36.327917,-119.341476,2010-04-18 09:48:57,13
0,36.327232,-119.348816,2010-04-18 09:50:30,13
0,36.296878,-119.300421,2010-04-18 17:24:31,13
0,36.325743,-119.106264,2010-04-18 20:58:18,14
0,37.727664,-121.897033,2010-04-19 01:42:18,15
0,37.755083,-122.423036,2010-04-19 03:41:19,16
0,37.782369,-122.400865,2010-04-19 16:56:41,1
0,37.784429,-122.403739,2010-04-20 02:41:21,1
0,37.784429,-122.403739,2010-04-20 04:22:56,1
0,37.784509,-122.404274,2010-04-20 04:27:05,1
0,37.785114,-122.404979,2010-04-20 04:54:51,1
0,37.761942,-122.431519,2010-04-20 14:55:29,2
0,37.782369,-122.400865,2010-04-20 16:10:50,1
0,37.782247,-122.401496,2010-04-20 21:44:54,1
0,37.807718,-122.270060,2010-04-21 03:58:31,9
0,37.808007,-122.270523,2010-04-21 04:35:00,9
0,37.760657,-122.432011,2010-04-22 07:01:22,2
0,37.786042,-122.403394,2010-04-22 20:25:25,1
0,37.778481,-122.412238,2010-04-23 02:27:23,1
0,37.761287,-122.432134,2010-04-23 04:57:12,2
0,37.782369,-122.400865,2010-04-23 16:52:23,1
0,37.776915,-122.424351,2010-04-24 01:52:49,17
0,37.760594,-122.432102,2010-04-24 16:41:15,2
0,37.748213,-122.424850,2010-04-24 19:30:27,16
0,37.703900,-122.475000,2010-04-24 20:36:19,18
0,37.761315,-122.432202,2010-04-25 07:28:39,2
0,37.760756,-122.432214,2010-04-25 16:08:32,2
0,37.786743,-122.404531,2010-04-25 17:36:54,19
0,37.776800,-122.424000,2010-04-25 23:47:43,17
0,37.776734,-122.423692,2010-04-25 23:51:36,17
0,37.755083,-122.423036,2010-04-26 04:21:57,16
0,37.760859,-122.432246,2010-04-26 06:30:27,2
0,37.786743,-122.404531,2010-04-26 14:54:14,19
0,37.786743,-122.404531,2010-04-27 02:37:58,19
0,37.783444,-122.402464,2010-04-27 03:02:35,1
0,37.781302,-122.400553,2010-04-28 02:40:21,1
0,37.786743,-122.404531,2010-04-28 15:13:19,19
0,37.782369,-122.400865,2010-04-28 16:46:47,1
0,37.776611,-122.395765,2010-04-28 22:00:04,20
0,37.781867,-122.400576,2010-04-28 23:27:09,1
0,37.768583,-122.428056,2010-04-29 04:00:47,21
0,37.766506,-122.424242,2010-04-29 16:01:37,22
0,37.761880,-122.431296,2010-04-30 03:11:54,2
0,37.818048,-122.346667,2010-04-30 04:03:02,23
0,37.875954,-122.314986,2010-04-30 04:46:37,24
0,37.798552,-122.377883,2010-04-30 06:48:17,5
0,36.296878,-119.300421,2010-05-01 22:06:47,13
0,36.338701,-119.352405,2010-05-02 00:05:12,13
0,36.328074,-119.351317,2010-05-02 03:41:34,13
0,36.328074,-119.351317,2010-05-02 04:30:22,13
0,36.338591,-119.352710,2010-05-02 04:55:59,13
0,36.328074,-119.351317,2010-05-02 05:04:09,13
0,36.297038,-119.299881,2010-05-02 08:21:43,13
0,36.305562,-119.262433,2010-05-02 17:35:13,14
0,36.315548,-119.302369,2010-05-02 17:54:23,13
0,36.325743,-119.106264,2010-05-02 18:13:54,14
0,36.296982,-119.300255,2010-05-03 01:48:10,13
0,36.299677,-119.313320,2010-05-03 02:29:48,13
0,36.327372,-119.349545,2010-05-03 02:52:20,13
0,37.786743,-122.404531,2010-05-04 02:36:13,19
0,37.760883,-122.431998,2010-05-05 14:54:09,2
0,37.761972,-122.450643,2010-05-06 02:25:06,25
0,37.761977,-122.450646,2010-05-06 04:10:52,25
